"","...analysis.STAR_assembly_Gencode.TeissandierMulti.AD_3501Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.AD_5601Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.AG_3501Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.AG_3502Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.AG_5601Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.AG_5602Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.AG_D35Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.G_3501Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.G_5601Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.GIBCO_D35Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.T_3501Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.T_3502Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.T_5601Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.T_5602Aligned.sortedByCoord.out.bam","...analysis.STAR_assembly_Gencode.TeissandierMulti.TCLAB_D35Aligned.sortedByCoord.out.bam"
"INVS",0.006977836,0.002908176,0.1198248,0.09021605,-0.02773122,-0.07638019,0.2910735,-0.03236362,-0.06728454,0.06749986,0.09983271,-0.1756558,0.0892613,-0.0875741,-0.3006047
"NANOGP5",0.1651083,-1.041669,-0.2511591,-0.6447268,0.5649621,0.1106282,-0.04028049,-0.5438922,0.6515793,0.7557799,-0.1364435,0.6885498,0.3613626,-0.4611623,-0.1786372
"TEX10",0.1478861,-0.3455998,0.3395383,0.1631238,-0.1196498,-0.4289422,0.2606927,-0.1701527,-0.591473,0.3898803,0.0894398,0.3387792,-0.1971084,-0.2631971,0.3867828
"MSANTD3",-0.06912268,0.1388785,-0.3356032,-0.1552689,0.1569016,0.3655701,-0.1798555,0.3281585,0.3673116,-0.5777557,-0.1450031,-0.3808707,0.2498661,0.4666485,-0.2298551
"TMEFF1",-1.117748,-1.272134,-0.5708273,-0.4823226,-1.122328,-0.2284046,2.692566,-0.05577596,-0.1263722,2.207987,0.00893159,-0.6415313,-1.488156,-0.3430876,2.539203
"CAVIN4",0.163159,-1.043242,0.1166871,0.1430614,-0.4966965,-0.01812133,0.1280796,0.3293134,0.4686753,0.2286988,0.5740781,0.09284852,-0.432035,0.1988427,-0.4533491
"PLPPR1",-0.08100896,0.5726622,-1.948742,-0.3799666,1.105001,1.534988,-0.6019961,0.08267522,1.576588,-0.9223186,-0.7717048,-2.923506,1.185373,1.929286,-0.3573307
"BAAT",-1.126186,1.181866,-1.146918,-0.8160469,2.400281,1.558504,-1.319881,0.7599897,0.5374924,-1.015702,-0.5945875,-0.5517059,1.164042,-0.6143223,-0.4168251
"MRPL50",0.3220888,-0.08758594,0.1131964,0.3621743,-0.1726755,-0.1781042,-0.3652191,0.1539988,-0.4656049,-0.2078165,0.1884401,0.2057242,-0.3034594,0.1480534,0.2867896
"ZNF189",-0.1957197,0.1809932,-0.1806443,-0.1772947,-0.232555,0.0744328,0.2051645,0.03917914,0.1042515,0.1053192,0.07218504,-0.3739885,0.2318928,0.2087592,-0.06197513
"PGAP4",-0.2437922,0.7153711,-0.4678184,-0.02577298,0.712236,0.961849,-0.7321398,-0.2072937,0.6542379,-1.173445,-0.5021388,-0.8735905,0.9609282,0.9165031,-0.6951341
"RNF20",0.1487891,0.2450046,0.04470139,0.1596833,-0.07955543,-0.0436446,0.09888371,0.06155312,-0.1586315,-0.3550935,0.1577789,-0.1873959,-0.06838867,0.1221538,-0.1458385
